kafka-exporter  | 2025-10-12T12:01:57.585021322Z I1012 12:01:57.583846       1 kafka_exporter.go:847] Starting kafka_exporter (version=1.9.0, branch=master, revision=18b18d5e798095722c9189bc27db3842fab31a98)
kafka                   | 2025-10-12T12:01:59.989563786Z [2025-10-12 12:01:59,987] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-46 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.989567183Z [2025-10-12 12:01:59,987] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-20 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.989570829Z [2025-10-12 12:01:59,987] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-43 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.989574166Z [2025-10-12 12:01:59,987] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-24 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.989577492Z [2025-10-12 12:01:59,987] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-6 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.989580818Z [2025-10-12 12:01:59,987] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-18 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.989584475Z [2025-10-12 12:01:59,988] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-21 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.989588893Z [2025-10-12 12:01:59,988] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-1 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.989602428Z [2025-10-12 12:01:59,988] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-14 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.989606536Z [2025-10-12 12:01:59,988] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-34 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.989610403Z [2025-10-12 12:01:59,988] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-16 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.989614050Z [2025-10-12 12:01:59,988] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-29 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.989617436Z [2025-10-12 12:01:59,988] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-11 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.989620993Z [2025-10-12 12:01:59,988] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-0 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.989624750Z [2025-10-12 12:01:59,988] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-22 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.989628397Z [2025-10-12 12:01:59,988] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-47 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.989631874Z [2025-10-12 12:01:59,988] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-36 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.989635510Z [2025-10-12 12:01:59,988] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-28 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.989639568Z [2025-10-12 12:01:59,988] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-42 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.989643265Z [2025-10-12 12:01:59,988] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-9 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.989646871Z [2025-10-12 12:01:59,988] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-37 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.989650228Z [2025-10-12 12:01:59,988] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-13 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.989653644Z [2025-10-12 12:01:59,988] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-30 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.989657201Z [2025-10-12 12:01:59,988] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-35 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.989665005Z [2025-10-12 12:01:59,988] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-39 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.989668662Z [2025-10-12 12:01:59,988] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-12 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.989672249Z [2025-10-12 12:01:59,988] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-27 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.989675805Z [2025-10-12 12:01:59,988] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-45 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.989679603Z [2025-10-12 12:01:59,988] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-19 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.989683350Z [2025-10-12 12:01:59,988] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-49 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.989687017Z [2025-10-12 12:01:59,988] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-40 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.989690623Z [2025-10-12 12:01:59,988] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-41 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.992833220Z [2025-10-12 12:01:59,992] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-38 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.992908170Z [2025-10-12 12:01:59,992] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-8 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.993046569Z [2025-10-12 12:01:59,992] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-7 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.993116139Z [2025-10-12 12:01:59,993] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-33 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.993215564Z [2025-10-12 12:01:59,993] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-25 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.993314038Z [2025-10-12 12:01:59,993] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-31 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.993344846Z [2025-10-12 12:01:59,993] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-23 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.993421859Z [2025-10-12 12:01:59,993] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-10 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.993508080Z [2025-10-12 12:01:59,993] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-2 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.994115655Z [2025-10-12 12:01:59,993] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-17 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.994127206Z [2025-10-12 12:01:59,993] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-4 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.994131063Z [2025-10-12 12:01:59,993] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-15 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.994134520Z [2025-10-12 12:01:59,993] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-26 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.994137946Z [2025-10-12 12:01:59,993] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition __consumer_offsets-3 from NonExistentReplica to NewReplica (state.change.logger)
kafka                   | 2025-10-12T12:01:59.994141313Z [2025-10-12 12:01:59,993] INFO [Controller id=1 epoch=1] Sending UpdateMetadata request to brokers HashSet() for 0 partitions (state.change.logger)
kafka                   | 2025-10-12T12:02:01.266807588Z [2025-10-12 12:02:01,266] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-22 from NewPartition to OnlinePartition with state LeaderAndIsr(leader=1, leaderEpoch=0, isr=List(1), leaderRecoveryState=RECOVERED, partitionEpoch=0) (state.change.logger)
kafka                   | 2025-10-12T12:02:01.277017650Z [2025-10-12 12:02:01,274] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-30 from NewPartition to OnlinePartition with state LeaderAndIsr(leader=1, leaderEpoch=0, isr=List(1), leaderRecoveryState=RECOVERED, partitionEpoch=0) (state.change.logger)
kafka                   | 2025-10-12T12:02:01.278969906Z [2025-10-12 12:02:01,276] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-25 from NewPartition to OnlinePartition with state LeaderAndIsr(leader=1, leaderEpoch=0, isr=List(1), leaderRecoveryState=RECOVERED, partitionEpoch=0) (state.change.logger)
kafka                   | 2025-10-12T12:02:01.278986276Z [2025-10-12 12:02:01,277] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-35 from NewPartition to OnlinePartition with state LeaderAndIsr(leader=1, leaderEpoch=0, isr=List(1), leaderRecoveryState=RECOVERED, partitionEpoch=0) (state.change.logger)
kafka                   | 2025-10-12T12:02:01.278991736Z [2025-10-12 12:02:01,277] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-37 from NewPartition to OnlinePartition with state LeaderAndIsr(leader=1, leaderEpoch=0, isr=List(1), leaderRecoveryState=RECOVERED, partitionEpoch=0) (state.change.logger)
kafka                   | 2025-10-12T12:02:01.278996665Z [2025-10-12 12:02:01,277] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-38 from NewPartition to OnlinePartition with state LeaderAndIsr(leader=1, leaderEpoch=0, isr=List(1), leaderRecoveryState=RECOVERED, partitionEpoch=0) (state.change.logger)
kafka                   | 2025-10-12T12:02:01.279352299Z [2025-10-12 12:02:01,277] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-13 from NewPartition to OnlinePartition with state LeaderAndIsr(leader=1, leaderEpoch=0, isr=List(1), leaderRecoveryState=RECOVERED, partitionEpoch=0) (state.change.logger)
kafka                   | 2025-10-12T12:02:01.279362058Z [2025-10-12 12:02:01,277] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-8 from NewPartition to OnlinePartition with state LeaderAndIsr(leader=1, leaderEpoch=0, isr=List(1), leaderRecoveryState=RECOVERED, partitionEpoch=0) (state.change.logger)
kafka                   | 2025-10-12T12:02:01.279376044Z [2025-10-12 12:02:01,277] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-21 from NewPartition to OnlinePartition with state LeaderAndIsr(leader=1, leaderEpoch=0, isr=List(1), leaderRecoveryState=RECOVERED, partitionEpoch=0) (state.change.logger)
kafka                   | 2025-10-12T12:02:01.279383398Z [2025-10-12 12:02:01,277] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-4 from NewPartition to OnlinePartition with state LeaderAndIsr(leader=1, leaderEpoch=0, isr=List(1), leaderRecoveryState=RECOVERED, partitionEpoch=0) (state.change.logger)
kafka                   | 2025-10-12T12:02:01.279387946Z [2025-10-12 12:02:01,277] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-27 from NewPartition to OnlinePartition with state LeaderAndIsr(leader=1, leaderEpoch=0, isr=List(1), leaderRecoveryState=RECOVERED, partitionEpoch=0) (state.change.logger)
kafka                   | 2025-10-12T12:02:01.279392194Z [2025-10-12 12:02:01,277] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-7 from NewPartition to OnlinePartition with state LeaderAndIsr(leader=1, leaderEpoch=0, isr=List(1), leaderRecoveryState=RECOVERED, partitionEpoch=0) (state.change.logger)
kafka                   | 2025-10-12T12:02:01.279396482Z [2025-10-12 12:02:01,277] INFO [Controller id=1 epoch=1] Changed partition __consumer_offsets-9 from NewPartition to OnlinePartition with state LeaderAndIsr(leader=1, leaderEpoch=0, isr=List(1), leaderRecoveryState=RECOVERED, partitionEpoch=0) (state.change.logger)
